record_id,date,year,month,program_name,program_category,region,state,beneficiaries_served,target_beneficiaries,funding_received,program_expenses,volunteer_hours,number_of_volunteers,satisfaction_score,outcome_success_rate,program_status
46,2022-02-01,2022,2,Youth Development,Education,Northeast,MA,415,429,19248.53,15787.09,348.4,41,4.65,82.1,Completed
1381,2025-05-01,2025,5,Job Training,Economic Empowerment,West,WA,206,209,14910.75,13233.32,198.0,17,5.0,67.3,Completed
524,2023-04-01,2023,4,Community Outreach,Community,Northeast,NY,188,264,11581.92,8204.58,130.8,14,4.56,72.11,Active
233,2022-07-01,2022,7,Healthcare Access,Health,Midwest,IL,346,378,21386.01,17237.81,322.8,28,4.81,61.01,Active
953,2024-05-01,2024,5,Community outreach,Community,Northeast,PA,248,212,13539.87,11094.53,140.1,17,4.02,64.15,Paused
1204,2024-12-01,2024,12,Healthcare Access,Health,West,WA,249,268,16268.39,16596.33,233.6,16,5.0,74.22,Active
1011,2024-06-01,2024,6,Housing Support,Basic Needs,south,TX,235,228,13694.27,11746.39,121.1,12,3.46,65.86,Paused
534,2023-04-01,2023,4,Job Training,Economic Empowerment,South,TX,248,271,14627.26,8490.34,177.4,15,4.35,67.81,Active
1056,2024-08-01,2024,8,Youth Development,Education,Northeast,MA,313,318,14706.29,9542.11,199.0,27,4.85,99.0,Completed
1241,2025-01-01,2025,1,COMMUNITY OUTREACH,Community,West,CA,183,145,11455.56,10134.69,123.0,15,4.0,68.12,Active
604,2023-06-01,2023,6,Community Outreach,Community,South,GA,185,197,11532.47,9915.61,130.6,19,4.77,60.51,Active
466,2023-02-01,2023,2,Education Support,Education,Midwest,OH,613,493,28645.34,17226.23,471.1,43,4.74,88.56,Active
984,2024-05-01,2024,5,Job Training,Economic Empowerment,South,TX,198,233,14079.19,12122.55,135.8,12,5.0,87.22,Paused
789,2023-12-01,2023,12,Housing Support,Basic Needs,West,AZ,160,149,9469.39,8197.63,124.4,13,4.27,77.7,Active
1627,2025-12-01,2025,12,Education Support,Education,WEST,CA,489,593,28669.22,19501.5,400.8,28,4.22,69.51,Active
937,2024-04-01,2024,4,youth development,Education,West,AZ,427,431,21340.62,14993.48,285.1,30,4.07,78.0,Completed
1310,2025-03-01,2025,3,Housing  Support,Basic Needs,Northeast,MA,224,247,16766.58,11110.16,173.4,14,5.0,71.15,Paused
61,2022-02-01,2022,2,Community Outreach,Community,Midwest,IL,158,128,11465.1,9176.05,,11,4.09,61.35,Active
1109,2024-09-01,2024,9,Food Assistance,Basic Needs,South,FL,570,622,28541.11,19843.28,292.1,48,4.97,78.65,Active
93,2022-03-01,2022,3,healthcare access,Health,WEST,AZ,386,502,20712.49,18256.76,107.1,17,4.17,75.21,Active
667,2023-08-01,2023,8,Community Outreach,Community,West,CA,142,138,11565.9,8726.53,162.3,13,4.03,66.02,Paused
844,2024-01-01,2024,1,Housing Support,Basic Needs,West,WA,181,164,13479.37,11212.43,117.7,13,4.75,61.87,Completed
195,2022-06-01,2022,6,Food assistance,Basic Needs,Northeast,MA,331,336,21217.47,17329.08,254.7,34,5.0,75.83,Active
281,2022-09-01,2022,9,Food Assistance,Basic Needs,West,AZ,429,578,23112.3,14412.27,488.0,50,4.09,67.36,Active
696,2023-09-01,2023,9,Community Outreach,Community,Northeast,PA,132,126,8522.0,7283.74,123.5,11,4.87,75.53,Active
360,2022-11-01,2022,11,Housing Support,Basic Needs,South,GA,113,118,8007.1,5517.14,54.8,7,4.48,66.5,Active
520,2023-04-01,2023,4,Education Support,Education,Northeast,MA,399,478,24668.61,18705.89,315.6,38,4.23,80.67,Active
1289,2025-02-01,2025,2,HEALTHCARE ACCESS,Health,West,WA,357,376,25295.19,20707.06,327.3,29,4.49,70.82,Active
926,2024-04-01,2024,4,Community Outreach,Community,South,TX,201,208,12068.9,9191.57,191.3,14,4.21,75.6,Active
848,2024-01-01,2024,1,Community Outreach,Community,West,WA,246,289,15219.48,11621.37,257.1,27,4.41,67.88,Active
183,2022-06-01,2022,6,Youth Development,Education,West,AZ,351,436,18396.74,15587.89,180.3,28,4.45,75.2,Active
1202,2024-12-01,2024,12,Education Support,Education,Northeast,PA,336,359,17845.79,15054.22,120.4,25,4.32,83.25,Active
1311,2025-03-01,2025,3,Housing Support,Basic Needs,Northeast,NY,324,275,22081.37,18575.23,300.1,31,4.24,75.7,Active
111,2022-04-01,2022,4,Education Support,Education,West,WA,545,532,32723.42,28941.12,748.2,53,,77.13,Active
1232,2025-01-01,2025,1,Job Training,Economic Empowerment,Midwest,OH,242,231,13959.64,10670.36,189.5,24,4.15,76.73,Active
43,2022-02-01,2022,2,Healthcare Access,Health,northeast,NY,267,297,16652.61,12050.28,182.0,18,4.56,70.94,Paused
747,2023-10-01,2023,10,healthcare access,Health,Northeast,PA,292,349,18836.61,14693.98,119.4,29,4.65,69.89,Active
126,2022-04-01,2022,4,Community Outreach,Community,South,TX,254,269,14691.24,10508.74,262.1,25,4.78,75.08,Active
205,2022-07-01,2022,7,COMMUNITY OUTREACH,Community,Midwest,OH,159,159,9071.49,6709.59,105.6,10,5.0,61.46,Active
991,2024-06-01,2024,6,Housing Support,Basic Needs,West,CA,334,288,19354.34,17591.55,286.0,26,3.94,69.14,Completed
53,2022-02-01,2022,2,Education Support,Education,Midwest,OH,519,637,28772.79,22637.05,916.6,66,4.41,87.77,Active
1228,2025-01-01,2025,1,Education Support,Education,West,WA,489,434,27505.94,24503.51,461.4,44,,76.33,Completed
546,2023-05-01,2023,5,Food Assistance,Basic Needs,Northeast,MA,471,514,30158.03,27128.6,486.6,33,4.26,78.26,Active
69,2022-03-01,2022,3,Youth Development,Education,Midwest,OH,163,185,9891.95,7514.87,119.9,15,4.59,80.75,Active
1157,2024-11-01,2024,11,Healthcare Access,Health,Northeast,MA,327,304,24584.0,23298.75,149.1,24,4.55,71.2,Active
508,2023-03-01,2023,3,Youth development,Education,Northeast,PA,-467,558,24310.95,18386.34,469.1,46,4.12,84.55,Active
1275,2025-02-01,2025,2,Education Support,Education,Midwest,OH,591,591,33299.32,27856.99,640.0,53,5.0,82.46,Active
330,2022-10-01,2022,10,Youth Development,Education,West,AZ,290,378,15322.52,13593.44,296.3,25,4.08,85.18,Paused
908,2024-03-01,2024,3,Food Assistance,Basic Needs,SOUTH,FL,592,570,31674.28,32473.65,705.2,74,4.67,88.87,Active
184,2022-06-01,2022,6,Education Support,Education,South,FL,353,459,18536.97,15190.44,222.8,21,5.0,75.12,Active
138,2022-05-01,2022,5,Food Assistance,Basic Needs,Northeast,PA,354,420,26834.52,21860.71,83.6,37,5.0,76.88,Active
797,2023-12-01,2023,12,Job Training,Economic Empowerment,Midwest,OH,176,178,11597.31,8828.03,241.0,19,4.33,80.79,Active
133,2022-04-01,2022,4,Community Outreach,Community,Midwest,OH,207,234,11681.33,8678.51,50.0,21,4.9,56.08,Active
81,2022-03-01,2022,3,Community Outreach,Community,North East,MA,208,210,11161.96,7028.53,141.1,16,3.17,69.57,Active
1326,2025-03-01,2025,3,Community Outreach,Community,Northeast,NY,256,236,17883.46,11828.26,107.0,22,4.59,69.13,Active
106,2022-04-01,2022,4,Youth Development,Education,South,TX,344,303,17446.23,14275.22,321.9,30,4.68,99.0,Active
1270,2025-02-01,2025,2,Food Assistance,Basic Needs,Northeast,NY,449,477,31161.14,27595.35,214.5,27,4.72,87.7,Active
542,2023-04-01,2023,4,Education Support,Education,South,TX,537,619,31723.0,21084.08,529.9,53,4.73,74.84,Active
888,2024-03-01,2024,3,Youth Development,Education,Midwest,IL,556,511,30757.57,19663.04,404.0,44,4.59,79.62,Active
481,2023-03-01,2023,3,Youth Development,Education,Midwest,OH,285,341,17117.46,11003.54,381.8,33,5.0,78.3,Completed
166,2022-05-01,2022,5,Youth Development,Education,West,AZ,333,346,17183.45,14239.07,127.7,28,4.13,80.85,Completed
249,2022-08-01,2022,8,Community Outreach,Community,Midwest,MI,191,221,11557.1,9611.09,137.5,13,4.74,76.03,Completed
308,2022-10-01,2022,10,Youth Development,Education,MIDWEST,IL,248,279,13252.09,10962.13,238.5,21,4.77,72.1,Completed
447,2023-02-01,2023,2,Youth Development,Education,WEST,AZ,400,402,19778.89,18022.49,359.5,36,3.98,84.3,Active
899,2024-03-01,2024,3,Food Assistance,Basic Needs,Midwest,OH,608,450,32404.26,32150.31,208.6,47,4.56,78.27,Paused
859,2024-02-01,2024,2,Community Outreach,Community,Northeast,NY,237,288,13584.74,9501.18,105.3,17,4.56,75.33,Active
335,2022-10-01,2022,10,Job Training,Economic Empowerment,Northeast,NY,180,162,12048.34,7033.06,89.4,16,4.45,69.89,Active
988,2024-06-01,2024,6,Health Care Access,Health,South,GA,425,361,25880.3,18929.68,147.1,22,4.62,65.61,Active
850,2024-01-01,2024,1,Housing Support,Basic Needs,Midwest,IL,267,272,19077.34,17549.68,416.4,31,4.23,77.85,Active
98,2022-03-01,2022,3,Education Support,Education,South,TX,341,354,19789.76,16664.3,184.8,30,4.69,84.88,Completed
916,2024-03-01,2024,3,Housing Support,Basic Needs,Midwest,IL,286,281,19195.95,15443.06,304.3,27,4.88,71.27,Active
1625,2025-12-01,2025,12,food assistance,Basic Needs,South,TX,484,598,38561.02,27978.77,327.3,40,5.0,68.15,Active
738,2023-10-01,2023,10,Community Outreach,Community,South,GA,134,141,7640.88,6794.12,35.1,11,4.31,78.48,Active
1037,2024-07-01,2024,7,Community Outreach,Community,South,TX,127,132,10544.27,10555.54,194.7,13,,78.22,Completed
1014,2024-06-01,2024,6,Healthcare Access,Health,Northeast,NY,210,219,16529.97,14246.79,231.8,22,4.02,59.54,Active
422,2023-01-01,2023,1,Food Assistance,Basic Needs,Northeast,PA,539,560,30636.81,20234.71,855.1,61,3.73,69.81,Completed
103,2022-04-01,2022,4,Job Training,Economic Empowerment,West,WA,254,270,14349.31,12721.36,234.4,18,5.0,69.1,Completed
435,2023-01-01,2023,1,Housing Support,Basic Needs,South,GA,204,192,15453.0,10068.27,89.0,21,4.87,79.09,Active
75,2022-03-01,2022,3,Housing Support,Basic Needs,South,GA,254,306,16130.31,11758.97,141.1,20,4.15,71.02,Active
1472,2025-08-01,2025,8,Education Support,Education,west,AZ,363,276,23476.11,20018.36,373.4,35,5.0,74.68,Active
974,2024-05-01,2024,5,Community Outreach,Community,South,TX,213,227,13612.35,9749.42,209.4,17,4.43,63.65,Active
229,2022-07-01,2022,7,Community Outreach,Community,West,AZ,173,153,10571.47,9737.31,133.7,14,4.7,71.87,Active
1493,2025-08-01,2025,8,Education Support,Education,Midwest,MI,444,424,26786.34,25336.85,527.9,46,4.87,83.68,Active
303,2022-09-01,2022,9,Youth Development,Education,South,TX,304,337,16027.29,10375.31,397.6,32,4.44,81.65,Paused
1415,2025-06-01,2025,6,Job Training,Economic Empowerment,Northeast,MA,179,184,13236.61,9177.67,189.3,18,4.38,65.62,Paused
1380,2025-05-01,2025,5,Food Assistance,Basic Needs,Northeast,NY,445,409,22961.38,15648.31,381.0,36,4.57,72.06,Active
1337,2025-04-01,2025,4,Job Training,Economic Empowerment,Midwest,MI,311,303,20679.05,17932.3,306.2,33,4.72,63.38,Paused
825,2024-01-01,2024,1,Job Training,Economic Empowerment,South,FL,287,222,19406.97,17715.0,167.6,21,3.61,85.93,Active
763,2023-11-01,2023,11,Job Training,Economic Empowerment,south,TX,166,180,10267.09,7271.08,120.9,12,3.9,74.8,Active
734,2023-10-01,2023,10,Job Training,Economic Empowerment,Northeast,MA,166,158,11161.62,7927.29,102.4,12,4.12,73.67,Active
389,2022-12-01,2022,12,Youth Development,Education,West,CA,268,229,14072.48,11782.03,120.6,25,4.03,79.73,Active
236,2022-07-01,2022,7,Job Training,Economic Empowerment,South,FL,268,232,14048.87,10125.77,224.4,22,4.04,75.39,Active
1361,2025-05-01,2025,5,Job Training,Economic Empowerment,WEST,AZ,203,198,13892.89,11173.5,256.3,21,4.03,65.24,Active
268,2022-08-01,2022,8,COMMUNITY OUTREACH,Community,West,CA,185,160,10045.55,6361.32,154.0,16,4.46,71.95,Active
306,2022-09-01,2022,9,Community Outreach,Community,Northeast,MA,232,199,12781.07,10850.76,172.7,17,4.51,68.12,Active
1097,2024-09-01,2024,9,Healthcare Access,Health,Midwest,OH,346,344,18969.44,17771.56,256.3,23,5.0,63.98,Active
951,2024-04-01,2024,4,Food Assistance,Basic Needs,South,FL,505,567,31026.72,21566.35,345.2,45,4.09,72.9,Completed
118,2022-04-01,2022,4,Food Assistance,Basic Needs,Northeast,PA,420,456,22348.9,16171.49,280.3,24,4.78,77.21,Active
1325,2025-03-01,2025,3,Community Outreach,Community,Midwest,IL,248,273,14515.91,12048.37,269.4,23,4.51,72.87,Active
674,2023-08-01,2023,8,Food Assistance,Basic Needs,South,GA,498,624,28627.99,17999.77,113.5,28,4.18,79.29,Active
250,2022-08-01,2022,8,Housing Support,Basic Needs,south,TX,245,270,14969.73,13278.37,145.9,20,4.28,62.04,Active
1191,2024-12-01,2024,12,Education Support,Education,South,GA,626,747,28462.11,28381.86,298.1,40,3.98,83.53,Active
1175,2024-11-01,2024,11,healthcare access,Health,South,GA,316,340,19057.62,16202.45,257.7,31,,80.12,Active
72,2022-03-01,2022,3,Healthcare Access,Health,West,WA,210,221,13132.5,12444.93,170.1,19,4.82,57.31,Active
95,2022-03-01,2022,3,Housing Support,Basic Needs,Midwest,OH,208,189,12241.49,12770.79,189.3,19,3.97,73.6,Active
1466,2025-08-01,2025,8,Healthcare Access,Health,Midwest,IL,287,286,19602.57,12740.79,248.3,32,4.69,85.85,Active
34,2022-01-01,2022,1,Job Training,Economic Empowerment,West,WA,172,223,12628.53,8044.2,127.7,13,5.0,60.51,Active
800,2023-12-01,2023,12,Youth Development,Education,south,TX,209,191,12488.2,10751.42,113.1,18,4.94,70.53,Completed
1199,2024-12-01,2024,12,Housing Support,Basic Needs,Northeast,PA,232,258,18900.17,15840.24,103.5,9,4.75,65.51,Completed
1378,2025-05-01,2025,5,Food Assistance,Basic Needs,South,FL,501,426,31780.16,28945.25,261.1,48,4.84,85.38,Active
449,2023-02-01,2023,2,Food Assistance,Basic Needs,South,TX,439,415,29952.27,20612.77,408.5,48,4.97,82.83,Completed
446,2023-02-01,2023,2,Healthcare Access,Health,Midwest,MI,334,241,22008.66,19795.9,337.0,35,4.55,83.59,Active
772,2023-11-01,2023,11,Youth Development,Education,Northeast,MA,310,284,16136.66,12800.4,142.6,23,4.7,79.89,Active
717,2023-10-01,2023,10,Job Training,Economic Empowerment,Midwest,OH,202,208,12733.47,9986.91,189.5,21,4.15,69.75,Paused
1044,2024-07-01,2024,7,Youth Development,Education,MIDWEST,MI,217,216,11457.84,9299.26,266.9,21,3.87,77.55,Active
1426,2025-06-01,2025,6,Job Training,Economic Empowerment,Midwest,OH,222,212,15176.42,10198.15,218.6,20,4.06,84.17,Paused
1,2022-01-01,2022,1,Job Training,Economic Empowerment,Northeast,NY,227,260,14412.88,13437.17,160.5,18,5.0,78.14,Completed
1349,2025-04-01,2025,4,housing support,Basic Needs,West,AZ,392,474,23364.0,18035.1,150.5,18,4.24,64.02,Active
1274,2025-02-01,2025,2,community outreach,Community,Midwest,MI,271,233,12903.62,8667.12,355.0,24,4.0,67.87,Paused
78,2022-03-01,2022,3,Food Assistance,Basic Needs,Midwest,IL,533,598,28265.84,22680.18,384.4,36,5.0,88.76,Active
85,2022-03-01,2022,3,Food Assistance,Basic Needs,South,FL,431,362,26010.13,18264.79,360.9,26,4.91,88.17,Active
1010,2024-06-01,2024,6,Job Training,Economic Empowerment,South,GA,188,139,12989.16,10331.62,185.1,15,4.57,82.67,Paused
83,2022-03-01,2022,3,YOUTH DEVELOPMENT,Education,South,GA,325,351,17864.68,13676.55,187.1,23,4.53,77.65,Paused
458,2023-02-01,2023,2,Housing Support,Basic Needs,West,CA,180,193,15863.14,15883.01,107.5,14,4.52,70.5,Active
1091,2024-09-01,2024,9,Food Assistance,Basic Needs,North East,MA,441,481,24843.09,20173.06,299.5,35,5.0,85.25,Paused
677,2023-08-01,2023,8,Education Support,Education,West,WA,397,385,19665.37,14309.36,315.6,27,4.2,85.16,Active
1583,2025-11-01,2025,11,Education Support,Education,Midwest,OH,581,651,30286.73,25490.51,411.9,44,,77.34,Active
1173,2024-11-01,2024,11,Community Outreach,Community,Northeast,PA,133,132,7478.06,5950.4,75.1,11,3.81,61.96,Active
437,2023-01-01,2023,1,Housing Support,Basic Needs,Northeast,NY,156,156,12761.25,9681.38,122.4,15,4.58,83.48,Active
771,2023-11-01,2023,11,Youth Development,Education,West,CA,343,296,17050.31,10686.25,318.8,40,5.0,80.77,Active
870,2024-02-01,2024,2,Youth Development,Education,Northeast,NY,252,227,15034.92,9089.69,294.3,21,5.0,82.78,Active
645,2023-07-01,2023,7,Housing  Support,Basic Needs,south,TX,214,197,15142.72,11794.87,302.3,18,4.27,58.96,Active
863,2024-02-01,2024,2,Healthcare Access,Health,West,CA,285,297,19747.0,12490.96,279.5,29,4.64,71.27,Paused
994,2024-06-01,2024,6,Job Training,Economic Empowerment,West,CA,223,272,15698.78,13509.7,219.0,23,3.77,79.82,Active
1058,2024-08-01,2024,8,Education Support,Education,Northeast,PA,462,425,25909.19,24327.49,126.9,31,4.73,71.16,Active
1303,2025-03-01,2025,3,Community Outreach,Community,West,CA,289,341,18105.19,14139.06,314.8,30,4.39,69.89,Active
1222,2024-12-01,2024,12,Community Outreach,Community,West,WA,173,80,14113.87,11409.35,80.7,9,4.24,82.7,Active
405,2022-12-01,2022,12,Youth Development,Education,Northeast,PA,293,251,13077.39,10448.16,197.2,31,4.63,89.5,Active
1425,2025-06-01,2025,6,Food Assistance,Basic Needs,northeast,MA,423,391,34201.89,24313.94,269.7,36,4.47,76.32,Active
1069,2024-08-01,2024,8,Job Training,Economic Empowerment,Northeast,MA,266,283,13496.29,12118.1,174.4,20,3.81,66.06,Active
1302,2025-03-01,2025,3,food assistance,Basic Needs,Midwest,OH,736,773,41518.89,33123.39,368.1,45,4.49,76.44,Completed
105,2022-04-01,2022,4,Community Outreach,Community,Northeast,MA,136,142,9614.21,7724.26,112.1,16,4.82,68.29,Paused
610,2023-06-01,2023,6,Job Training,Economic Empowerment,West,AZ,174,167,10559.57,7165.22,105.8,10,4.1,79.74,Completed
1008,2024-06-01,2024,6,food assistance,Basic Needs,Midwest,MI,496,534,29647.93,20185.71,414.8,42,3.82,85.97,Completed
1006,2024-06-01,2024,6,Healthcare Access,Health,West,CA,328,273,20119.53,17596.4,390.1,34,4.17,69.35,Paused
689,2023-09-01,2023,9,Education Support,Education,West,AZ,360,321,18368.9,9677.16,256.1,28,,85.83,Paused
1074,2024-08-01,2024,8,Youth Development,Education,Northeast,NY,318,423,16342.97,9247.78,197.5,22,5.0,68.91,Active
827,2024-01-01,2024,1,Food Assistance,Basic Needs,Midwest,IL,468,539,26344.58,23084.45,404.8,27,4.84,77.99,Active
1250,2025-01-01,2025,1,housing support,Basic Needs,South,TX,244,300,19672.01,17903.7,77.4,10,4.58,73.16,Active
1068,2024-08-01,2024,8,Community Outreach,Community,West,CA,239,263,12758.28,10775.81,109.7,18,4.07,69.93,Active
63,2022-02-01,2022,2,job training,Economic Empowerment,Northeast,MA,174,160,11134.99,7145.54,256.9,18,3.78,76.5,Active
282,2022-09-01,2022,9,Healthcare Access,Health,Northeast,PA,290,299,15648.52,14570.58,142.0,15,3.89,77.91,Active
853,2024-02-01,2024,2,Healthcare Access,Health,South,TX,201,211,14665.32,10641.73,352.1,25,4.06,79.46,Completed
779,2023-11-01,2023,11,Healthcare Access,Health,West,AZ,323,270,20199.12,16550.9,253.5,32,4.58,72.09,Active
1108,2024-09-01,2024,9,Community Outreach,Community,North East,MA,185,150,11697.06,7000.83,167.3,17,4.19,56.74,Active
239,2022-08-01,2022,8,Education Support,Education,Northeast,PA,347,283,18542.14,12373.6,197.1,20,5.0,97.85,Paused
224,2022-07-01,2022,7,Healthcare Access,Health,South,TX,239,240,17353.75,12230.65,282.7,22,3.61,75.92,Active
146,2022-05-01,2022,5,YOUTH DEVELOPMENT,Education,Midwest,OH,217,183,9357.32,5759.06,358.8,23,5.0,86.51,Active
1536,2025-10-01,2025,10,Community Outreach,Community,West,AZ,246,283,16760.41,14362.35,220.3,20,4.49,58.66,Active
374,2022-11-01,2022,11,Community Outreach,Community,Midwest,MI,99,102,7203.75,5686.19,93.2,6,5.0,74.82,Completed
1343,2025-04-01,2025,4,Healthcare Access,Health,South,GA,452,447,30837.55,19566.76,463.4,47,,71.86,Completed
119,2022-04-01,2022,4,Community Outreach,Community,Midwest,IL,212,174,15636.06,11114.26,171.8,17,4.27,72.82,Active
1231,2025-01-01,2025,1,Community Outreach,Community,South,GA,203,196,11260.01,7373.78,133.6,15,4.5,72.01,Paused
1227,2025-01-01,2025,1,Housing Support,Basic Needs,Northeast,NY,162,156,11021.05,7822.79,184.5,15,4.29,69.64,Active
251,2022-08-01,2022,8,community outreach,Community,West,CA,132,123,8665.82,6492.46,60.2,6,4.38,63.46,Active
1586,2025-11-01,2025,11,Education Support,Education,Northeast,NY,480,554,26485.64,16481.41,417.5,31,3.41,78.88,Active
1320,2025-03-01,2025,3,Community Outreach,Community,South,TX,145,174,11290.12,7096.32,114.9,13,4.33,80.91,Completed
1095,2024-09-01,2024,9,Education  Support,Education,West,CA,408,388,24019.0,21783.44,,30,4.59,91.69,Active
10,2022-01-01,2022,1,Education Support,Education,Midwest,IL,456,300,21594.84,18618.86,341.3,39,4.56,64.1,Active
450,2023-02-01,2023,2,Job Training,Economic Empowerment,West,WA,275,341,20917.78,18713.97,204.3,17,,70.18,Active
1600,2025-12-01,2025,12,Youth Development,Education,South,GA,457,651,26172.18,20478.37,229.6,29,3.53,94.86,Active
1041,2024-07-01,2024,7,Healthcare Access,Health,North East,NY,177,234,12658.56,11951.49,204.9,15,4.38,73.05,Paused
709,2023-09-01,2023,9,Community Outreach,Community,South,GA,123,142,9576.18,8155.64,77.0,6,5.0,70.37,Paused
256,2022-08-01,2022,8,Housing Support,Basic Needs,Midwest,MI,155,151,10788.91,8579.72,123.0,10,4.35,67.93,Active
883,2024-02-01,2024,2,Food Assistance,Basic Needs,west,AZ,522,701,30217.76,25645.68,659.6,60,4.17,78.94,Completed
594,2023-06-01,2023,6,Job Training,Economic Empowerment,,NY,271,290,17537.73,11774.61,175.4,18,4.9,69.95,Completed
390,2022-12-01,2022,12,Community Outreach,Community,West,CA,136,151,10215.13,8224.68,83.7,11,4.85,83.24,Paused
1290,2025-02-01,2025,2,Food Assistance,Basic Needs,South,TX,580,552,30489.94,26573.21,335.7,63,5.0,94.48,Paused
1312,2025-03-01,2025,3,Housing Support,Basic Needs,Midwest,MI,208,187,15146.77,11943.19,101.3,13,4.03,65.92,Active
558,2023-05-01,2023,5,Housing Support,Basic Needs,South,FL,154,126,12120.43,10256.37,240.1,17,4.73,77.3,Paused
909,2024-03-01,2024,3,Job Training,Economic Empowerment,Northeast,MA,231,273,15651.78,12331.16,148.3,20,3.64,73.89,Paused
925,2024-04-01,2024,4,Community Outreach,Community,South,GA,155,164,10408.47,6207.85,167.6,17,4.55,80.92,Active
1459,2025-07-01,2025,7,Housing Support,Basic Needs,South,GA,223,262,16193.33,11758.42,95.2,18,3.63,68.06,Active
1520,2025-09-01,2025,9,Food Assistance,Basic Needs,South,GA,511,590,34086.89,23349.0,495.9,44,4.2,79.36,Active
461,2023-02-01,2023,2,Community Outreach,Community,Northeast,PA,150,162,10120.06,9137.62,103.2,14,5.0,72.12,Active
724,2023-10-01,2023,10,Youth Development,Education,Northeast,PA,304,314,15583.6,15181.93,136.3,14,3.82,61.95,Completed
1048,2024-07-01,2024,7,Youth Development,Education,Midwest,MI,218,255,13467.77,10815.57,195.1,19,4.59,91.94,Completed
1627,2025-12-01,2025,12,Education Support,Education,WEST,CA,489,593,28669.22,19501.5,400.8,28,4.22,69.51,Active
145,2022-05-01,2022,5,Community Outreach,Community,West,AZ,131,170,10035.75,8841.31,136.2,9,4.82,67.4,Active
959,2024-05-01,2024,5,Youth Development,Education,Northeast,NY,450,403,22903.93,16756.47,347.7,37,4.89,65.88,Paused
502,2023-03-01,2023,3,Food Assistance,Basic Needs,West,AZ,509,536,27306.41,17460.91,319.9,32,4.46,73.37,Completed
923,2024-04-01,2024,4,Housing  Support,Basic Needs,Midwest,MI,299,340,18438.16,15113.84,325.1,31,4.21,61.63,Paused
1197,2024-12-01,2024,12,Housing Support,Basic Needs,NORTHEAST,NY,313,311,21738.32,15736.17,60.6,23,4.53,61.24,Active
740,2023-10-01,2023,10,Housing Support,Basic Needs,West,WA,259,263,16332.0,11279.67,125.2,26,4.64,59.21,Active
1519,2025-09-01,2025,9,Community Outreach,Community,Northeast,MA,190,230,11287.85,9724.12,101.6,15,3.39,67.9,Paused
869,2024-02-01,2024,2,Youth Development,Education,South,GA,285,221,13824.89,12025.05,247.6,22,3.95,91.37,Active
732,2023-10-01,2023,10,Food Assistance,Basic Needs,South,TX,335,364,20735.88,15198.98,225.7,32,3.87,63.61,Active
540,2023-04-01,2023,4,Healthcare Access,Health,Midwest,IL,401,396,23004.54,20257.63,295.7,24,4.52,72.31,Active
178,2022-06-01,2022,6,Job Training,Economic Empowerment,West,CA,210,269,12729.31,10575.3,243.6,20,4.24,65.29,Active
1588,2025-11-01,2025,11,Healthcare Access,Health,North East,PA,437,368,26636.2,19380.92,376.7,35,4.0,68.85,Active
698,2023-09-01,2023,9,Healthcare Access,Health,South,TX,262,222,15391.83,12029.77,385.8,32,5.0,78.13,Active
1532,2025-10-01,2025,10,Healthcare Access,Health,South,FL,356,423,22048.93,14338.06,547.1,47,3.69,69.33,Paused
1143,2024-10-01,2024,10,Health Care Access,Health,West,CA,345,331,18408.9,15824.92,262.7,29,4.56,71.87,Completed
1129,2024-10-01,2024,10,Community Outreach,Community,northeast,NY,194,191,11540.47,10238.33,132.6,17,4.37,68.08,Active
373,2022-11-01,2022,11,Education Support,Education,Northeast,NY,386,437,24138.14,19310.06,431.2,34,4.85,82.31,Active
668,2023-08-01,2023,8,Education Support,Education,Midwest,OH,298,297,18536.05,15886.88,190.3,18,3.75,75.51,Active
1256,2025-01-01,2025,1,Community outreach,Community,Midwest,MI,218,220,14374.26,11390.72,137.2,14,4.58,71.68,Active
358,2022-11-01,2022,11,Youth Development,Education,South,TX,237,291,13401.22,10713.08,182.1,17,4.05,87.45,Active
968,2024-05-01,2024,5,Education Support,Education,Northeast,PA,708,766,37512.81,31567.65,631.3,69,4.24,84.8,Active
784,2023-12-01,2023,12,Housing Support,Basic Needs,South,FL,200,212,13004.35,11403.21,225.4,21,4.19,73.93,Paused
736,2023-10-01,2023,10,Youth Development,Education,Northeast,NY,193,222,9066.54,5711.49,136.8,10,4.22,75.33,Active
971,2024-05-01,2024,5,Job Training,Economic Empowerment,West,AZ,330,296,18977.25,15954.72,358.1,38,5.0,58.21,Active
1462,2025-07-01,2025,7,Youth Development,Education,West,WA,380,366,18037.77,17248.57,358.1,43,4.32,73.89,Active
1229,2025-01-01,2025,1,Community Outreach,Community,Midwest,IL,173,138,13615.79,9802.35,125.9,16,3.92,63.48,Active
1224,2024-12-01,2024,12,Food Assistance,Basic Needs,South,GA,374,404,21089.06,19984.95,152.0,19,4.86,80.68,Active
1399,2025-06-01,2025,6,Job Training,Economic Empowerment,Northeast,PA,200,240,14312.82,11949.0,103.7,20,4.34,69.76,Completed
1419,2025-06-01,2025,6,Food Assistance,Basic Needs,South,FL,522,527,31877.86,29150.02,597.7,59,3.89,82.31,Active
886,2024-03-01,2024,3,Community Outreach,Community,South,FL,262,244,14631.44,10458.72,84.8,20,4.44,54.91,Paused
80,2022-03-01,2022,3,Housing Support,Basic Needs,West,WA,207,186,14427.64,8865.99,203.3,21,3.77,57.64,Active
