record_id,date,year,month,program_name,program_category,program_status,region,state,beneficiaries_served,target_beneficiaries,target_achievement_rate,funding_received,program_expenses,funding_remaining,funding_utilization_rate,cost_per_beneficiary,volunteer_hours,number_of_volunteers,beneficiaries_per_volunteer_hour,satisfaction_score,outcome_success_rate
1289,2025-02-01,2025,2,Healthcare Access,Health,Active,West,WA,357,376,94.95,25295.19,20707.06,4588.13,81.86,58.0,327.3,29,1.091,4.49,70.82
926,2024-04-01,2024,4,Community Outreach,Community,Active,South,TX,201,208,96.63,12068.9,9191.57,2877.33,76.16,45.73,191.3,14,1.051,4.21,75.6
848,2024-01-01,2024,1,Community Outreach,Community,Active,West,WA,246,289,85.12,15219.48,11621.37,3598.11,76.36,47.24,257.1,27,0.957,4.41,67.88
183,2022-06-01,2022,6,Youth Development,Education,Active,West,AZ,351,436,80.5,18396.74,15587.89,2808.85,84.73,44.41,180.3,28,1.947,4.45,75.2
1202,2024-12-01,2024,12,Education Support,Education,Active,Northeast,PA,336,359,93.59,17845.79,15054.22,2791.57,84.36,44.8,120.4,25,2.791,4.32,83.25
1311,2025-03-01,2025,3,Housing Support,Basic Needs,Active,Northeast,NY,324,275,117.82,22081.37,18575.23,3506.14,84.12,57.33,300.1,31,1.08,4.24,75.7
111,2022-04-01,2022,4,Education Support,Education,Active,West,WA,545,532,102.44,32723.42,28941.12,3782.3,88.44,53.1,748.2,53,0.728,4.44,77.13
1232,2025-01-01,2025,1,Job Training,Economic Empowerment,Active,Midwest,OH,242,231,104.76,13959.64,10670.36,3289.28,76.44,44.09,189.5,24,1.277,4.15,76.73
43,2022-02-01,2022,2,Healthcare Access,Health,Paused,Northeast,NY,267,297,89.9,16652.61,12050.28,4602.33,72.36,45.13,182.0,18,1.467,4.56,70.94
747,2023-10-01,2023,10,Healthcare Access,Health,Active,Northeast,PA,292,349,83.67,18836.61,14693.98,4142.63,78.01,50.32,119.4,29,2.446,4.65,69.89
126,2022-04-01,2022,4,Community Outreach,Community,Active,South,TX,254,269,94.42,14691.24,10508.74,4182.5,71.53,41.37,262.1,25,0.969,4.78,75.08
205,2022-07-01,2022,7,Community Outreach,Community,Active,Midwest,OH,159,159,100.0,9071.49,6709.59,2361.9,73.96,42.2,105.6,10,1.506,5.0,61.46
991,2024-06-01,2024,6,Housing Support,Basic Needs,Completed,West,CA,334,288,115.97,19354.34,17591.55,1762.79,90.89,52.67,286.0,26,1.168,3.94,69.14
53,2022-02-01,2022,2,Education Support,Education,Active,Midwest,OH,519,637,81.48,28772.79,22637.05,6135.74,78.68,43.62,916.6,66,0.566,4.41,87.77
1228,2025-01-01,2025,1,Education Support,Education,Completed,West,WA,489,434,112.67,27505.94,24503.51,3002.43,89.08,50.11,461.4,44,1.06,4.44,76.33
546,2023-05-01,2023,5,Food Assistance,Basic Needs,Active,Northeast,MA,471,514,91.63,30158.03,27128.6,3029.43,89.95,57.6,486.6,33,0.968,4.26,78.26
69,2022-03-01,2022,3,Youth Development,Education,Active,Midwest,OH,163,185,88.11,9891.95,7514.87,2377.08,75.97,46.1,119.9,15,1.359,4.59,80.75
1157,2024-11-01,2024,11,Healthcare Access,Health,Active,Northeast,MA,327,304,107.57,24584.0,23298.75,1285.25,94.77,71.25,149.1,24,2.193,4.55,71.2
508,2023-03-01,2023,3,Youth Development,Education,Active,Northeast,PA,467,558,83.69,24310.95,18386.34,5924.61,75.63,39.37,469.1,46,0.996,4.12,84.55
1275,2025-02-01,2025,2,Education Support,Education,Active,Midwest,OH,591,591,100.0,33299.32,27856.99,5442.33,83.66,47.14,640.0,53,0.923,5.0,82.46
330,2022-10-01,2022,10,Youth Development,Education,Paused,West,AZ,290,378,76.72,15322.52,13593.44,1729.08,88.72,46.87,296.3,25,0.979,4.08,85.18
908,2024-03-01,2024,3,Food Assistance,Basic Needs,Active,South,FL,592,570,103.86,31674.28,32473.65,-799.37,102.52,54.85,705.2,74,0.839,4.67,88.87
184,2022-06-01,2022,6,Education Support,Education,Active,South,FL,353,459,76.91,18536.97,15190.44,3346.53,81.95,43.03,222.8,21,1.584,5.0,75.12
138,2022-05-01,2022,5,Food Assistance,Basic Needs,Active,Northeast,PA,354,420,84.29,26834.52,21860.71,4973.81,81.46,61.75,83.6,37,4.234,5.0,76.88
797,2023-12-01,2023,12,Job Training,Economic Empowerment,Active,Midwest,OH,176,178,98.88,11597.31,8828.03,2769.28,76.12,50.16,241.0,19,0.73,4.33,80.79
133,2022-04-01,2022,4,Community Outreach,Community,Active,Midwest,OH,207,234,88.46,11681.33,8678.51,3002.82,74.29,41.93,50.0,21,4.14,4.9,56.08
81,2022-03-01,2022,3,Community Outreach,Community,Active,Northeast,MA,208,210,99.05,11161.96,7028.53,4133.43,62.97,33.79,141.1,16,1.474,3.17,69.57
1326,2025-03-01,2025,3,Community Outreach,Community,Active,Northeast,NY,256,236,108.47,17883.46,11828.26,6055.2,66.14,46.2,107.0,22,2.393,4.59,69.13
106,2022-04-01,2022,4,Youth Development,Education,Active,South,TX,344,303,113.53,17446.23,14275.22,3171.01,81.82,41.5,321.9,30,1.069,4.68,99.0
1270,2025-02-01,2025,2,Food Assistance,Basic Needs,Active,Northeast,NY,449,477,94.13,31161.14,27595.35,3565.79,88.56,61.46,214.5,27,2.093,4.72,87.7
542,2023-04-01,2023,4,Education Support,Education,Active,South,TX,537,619,86.75,31723.0,21084.08,10638.92,66.46,39.26,529.9,53,1.013,4.73,74.84
888,2024-03-01,2024,3,Youth Development,Education,Active,Midwest,IL,556,511,108.81,30757.57,19663.04,11094.53,63.93,35.37,404.0,44,1.376,4.59,79.62
481,2023-03-01,2023,3,Youth Development,Education,Completed,Midwest,OH,285,341,83.58,17117.46,11003.54,6113.92,64.28,38.61,381.8,33,0.746,5.0,78.3
166,2022-05-01,2022,5,Youth Development,Education,Completed,West,AZ,333,346,96.24,17183.45,14239.07,2944.38,82.87,42.76,127.7,28,2.608,4.13,80.85
249,2022-08-01,2022,8,Community Outreach,Community,Completed,Midwest,MI,191,221,86.43,11557.1,9611.09,1946.01,83.16,50.32,137.5,13,1.389,4.74,76.03
308,2022-10-01,2022,10,Youth Development,Education,Completed,Midwest,IL,248,279,88.89,13252.09,10962.13,2289.96,82.72,44.2,238.5,21,1.04,4.77,72.1
447,2023-02-01,2023,2,Youth Development,Education,Active,West,AZ,400,402,99.5,19778.89,18022.49,1756.4,91.12,45.06,359.5,36,1.113,3.98,84.3
899,2024-03-01,2024,3,Food Assistance,Basic Needs,Paused,Midwest,OH,608,450,135.11,32404.26,32150.31,253.95,99.22,52.88,208.6,47,2.915,4.56,78.27
859,2024-02-01,2024,2,Community Outreach,Community,Active,Northeast,NY,237,288,82.29,13584.74,9501.18,4083.56,69.94,40.09,105.3,17,2.251,4.56,75.33
335,2022-10-01,2022,10,Job Training,Economic Empowerment,Active,Northeast,NY,180,162,111.11,12048.34,7033.06,5015.28,58.37,39.07,89.4,16,2.013,4.45,69.89
988,2024-06-01,2024,6,Healthcare Access,Health,Active,South,GA,425,361,117.73,25880.3,18929.68,6950.62,73.14,44.54,147.1,22,2.889,4.62,65.61
850,2024-01-01,2024,1,Housing Support,Basic Needs,Active,Midwest,IL,267,272,98.16,19077.34,17549.68,1527.66,91.99,65.73,416.4,31,0.641,4.23,77.85
98,2022-03-01,2022,3,Education Support,Education,Completed,South,TX,341,354,96.33,19789.76,16664.3,3125.46,84.21,48.87,184.8,30,1.845,4.69,84.88
916,2024-03-01,2024,3,Housing Support,Basic Needs,Active,Midwest,IL,286,281,101.78,19195.95,15443.06,3752.89,80.45,54.0,304.3,27,0.94,4.88,71.27
1625,2025-12-01,2025,12,Food Assistance,Basic Needs,Active,South,TX,484,598,80.94,38561.02,27978.77,10582.25,72.56,57.81,327.3,40,1.479,5.0,68.15
738,2023-10-01,2023,10,Community Outreach,Community,Active,South,GA,134,141,95.04,7640.88,6794.12,846.76,88.92,50.7,35.1,11,3.818,4.31,78.48
1037,2024-07-01,2024,7,Community Outreach,Community,Completed,South,TX,127,132,96.21,10544.27,10555.54,-11.27,100.11,83.11,194.7,13,0.652,4.44,78.22
1014,2024-06-01,2024,6,Healthcare Access,Health,Active,Northeast,NY,210,219,95.89,16529.97,14246.79,2283.18,86.19,67.84,231.8,22,0.906,4.02,59.54
422,2023-01-01,2023,1,Food Assistance,Basic Needs,Completed,Northeast,PA,539,560,96.25,30636.81,20234.71,10402.1,66.05,37.54,855.1,61,0.63,3.73,69.81
103,2022-04-01,2022,4,Job Training,Economic Empowerment,Completed,West,WA,254,270,94.07,14349.31,12721.36,1627.95,88.65,50.08,234.4,18,1.084,5.0,69.1
435,2023-01-01,2023,1,Housing Support,Basic Needs,Active,South,GA,204,192,106.25,15453.0,10068.27,5384.73,65.15,49.35,89.0,21,2.292,4.87,79.09
75,2022-03-01,2022,3,Housing Support,Basic Needs,Active,South,GA,254,306,83.01,16130.31,11758.97,4371.34,72.9,46.3,141.1,20,1.8,4.15,71.02
1472,2025-08-01,2025,8,Education Support,Education,Active,West,AZ,363,276,131.52,23476.11,20018.36,3457.75,85.27,55.15,373.4,35,0.972,5.0,74.68
974,2024-05-01,2024,5,Community Outreach,Community,Active,South,TX,213,227,93.83,13612.35,9749.42,3862.93,71.62,45.77,209.4,17,1.017,4.43,63.65
229,2022-07-01,2022,7,Community Outreach,Community,Active,West,AZ,173,153,113.07,10571.47,9737.31,834.16,92.11,56.29,133.7,14,1.294,4.7,71.87
1493,2025-08-01,2025,8,Education Support,Education,Active,Midwest,MI,444,424,104.72,26786.34,25336.85,1449.49,94.59,57.06,527.9,46,0.841,4.87,83.68
303,2022-09-01,2022,9,Youth Development,Education,Paused,South,TX,304,337,90.21,16027.29,10375.31,5651.98,64.74,34.13,397.6,32,0.765,4.44,81.65
1415,2025-06-01,2025,6,Job Training,Economic Empowerment,Paused,Northeast,MA,179,184,97.28,13236.61,9177.67,4058.94,69.34,51.27,189.3,18,0.946,4.38,65.62
1380,2025-05-01,2025,5,Food Assistance,Basic Needs,Active,Northeast,NY,445,409,108.8,22961.38,15648.31,7313.07,68.15,35.16,381.0,36,1.168,4.57,72.06
1337,2025-04-01,2025,4,Job Training,Economic Empowerment,Paused,Midwest,MI,311,303,102.64,20679.05,17932.3,2746.75,86.72,57.66,306.2,33,1.016,4.72,63.38
825,2024-01-01,2024,1,Job Training,Economic Empowerment,Active,South,FL,287,222,129.28,19406.97,17715.0,1691.97,91.28,61.72,167.6,21,1.712,3.61,85.93
763,2023-11-01,2023,11,Job Training,Economic Empowerment,Active,South,TX,166,180,92.22,10267.09,7271.08,2996.01,70.82,43.8,120.9,12,1.373,3.9,74.8
734,2023-10-01,2023,10,Job Training,Economic Empowerment,Active,Northeast,MA,166,158,105.06,11161.62,7927.29,3234.33,71.02,47.75,102.4,12,1.621,4.12,73.67
389,2022-12-01,2022,12,Youth Development,Education,Active,West,CA,268,229,117.03,14072.48,11782.03,2290.45,83.72,43.96,120.6,25,2.222,4.03,79.73
236,2022-07-01,2022,7,Job Training,Economic Empowerment,Active,South,FL,268,232,115.52,14048.87,10125.77,3923.1,72.08,37.78,224.4,22,1.194,4.04,75.39
1361,2025-05-01,2025,5,Job Training,Economic Empowerment,Active,West,AZ,203,198,102.53,13892.89,11173.5,2719.39,80.43,55.04,256.3,21,0.792,4.03,65.24
268,2022-08-01,2022,8,Community Outreach,Community,Active,West,CA,185,160,115.62,10045.55,6361.32,3684.23,63.32,34.39,154.0,16,1.201,4.46,71.95
306,2022-09-01,2022,9,Community Outreach,Community,Active,Northeast,MA,232,199,116.58,12781.07,10850.76,1930.31,84.9,46.77,172.7,17,1.343,4.51,68.12
1097,2024-09-01,2024,9,Healthcare Access,Health,Active,Midwest,OH,346,344,100.58,18969.44,17771.56,1197.88,93.69,51.36,256.3,23,1.35,5.0,63.98
951,2024-04-01,2024,4,Food Assistance,Basic Needs,Completed,South,FL,505,567,89.07,31026.72,21566.35,9460.37,69.51,42.71,345.2,45,1.463,4.09,72.9
118,2022-04-01,2022,4,Food Assistance,Basic Needs,Active,Northeast,PA,420,456,92.11,22348.9,16171.49,6177.41,72.36,38.5,280.3,24,1.498,4.78,77.21
1325,2025-03-01,2025,3,Community Outreach,Community,Active,Midwest,IL,248,273,90.84,14515.91,12048.37,2467.54,83.0,48.58,269.4,23,0.921,4.51,72.87
674,2023-08-01,2023,8,Food Assistance,Basic Needs,Active,South,GA,498,624,79.81,28627.99,17999.77,10628.22,62.87,36.14,113.5,28,4.388,4.18,79.29
250,2022-08-01,2022,8,Housing Support,Basic Needs,Active,South,TX,245,270,90.74,14969.73,13278.37,1691.36,88.7,54.2,145.9,20,1.679,4.28,62.04
1191,2024-12-01,2024,12,Education Support,Education,Active,South,GA,626,747,83.8,28462.11,28381.86,80.25,99.72,45.34,298.1,40,2.1,3.98,83.53
1175,2024-11-01,2024,11,Healthcare Access,Health,Active,South,GA,316,340,92.94,19057.62,16202.45,2855.17,85.02,51.27,257.7,31,1.226,4.44,80.12
72,2022-03-01,2022,3,Healthcare Access,Health,Active,West,WA,210,221,95.02,13132.5,12444.93,687.57,94.76,59.26,170.1,19,1.235,4.82,57.31
95,2022-03-01,2022,3,Housing Support,Basic Needs,Active,Midwest,OH,208,189,110.05,12241.49,12770.79,-529.3,104.32,61.4,189.3,19,1.099,3.97,73.6
1466,2025-08-01,2025,8,Healthcare Access,Health,Active,Midwest,IL,287,286,100.35,19602.57,12740.79,6861.78,65.0,44.39,248.3,32,1.156,4.69,85.85
34,2022-01-01,2022,1,Job Training,Economic Empowerment,Active,West,WA,172,223,77.13,12628.53,8044.2,4584.33,63.7,46.77,127.7,13,1.347,5.0,60.51
800,2023-12-01,2023,12,Youth Development,Education,Completed,South,TX,209,191,109.42,12488.2,10751.42,1736.78,86.09,51.44,113.1,18,1.848,4.94,70.53
1199,2024-12-01,2024,12,Housing Support,Basic Needs,Completed,Northeast,PA,232,258,89.92,18900.17,15840.24,3059.93,83.81,68.28,103.5,9,2.242,4.75,65.51
1378,2025-05-01,2025,5,Food Assistance,Basic Needs,Active,South,FL,501,426,117.61,31780.16,28945.25,2834.91,91.08,57.77,261.1,48,1.919,4.84,85.38
449,2023-02-01,2023,2,Food Assistance,Basic Needs,Completed,South,TX,439,415,105.78,29952.27,20612.77,9339.5,68.82,46.95,408.5,48,1.075,4.97,82.83
446,2023-02-01,2023,2,Healthcare Access,Health,Active,Midwest,MI,334,241,138.59,22008.66,19795.9,2212.76,89.95,59.27,337.0,35,0.991,4.55,83.59
772,2023-11-01,2023,11,Youth Development,Education,Active,Northeast,MA,310,284,109.15,16136.66,12800.4,3336.26,79.32,41.29,142.6,23,2.174,4.7,79.89
717,2023-10-01,2023,10,Job Training,Economic Empowerment,Paused,Midwest,OH,202,208,97.12,12733.47,9986.91,2746.56,78.43,49.44,189.5,21,1.066,4.15,69.75
1044,2024-07-01,2024,7,Youth Development,Education,Active,Midwest,MI,217,216,100.46,11457.84,9299.26,2158.58,81.16,42.85,266.9,21,0.813,3.87,77.55
1426,2025-06-01,2025,6,Job Training,Economic Empowerment,Paused,Midwest,OH,222,212,104.72,15176.42,10198.15,4978.27,67.2,45.94,218.6,20,1.016,4.06,84.17
1,2022-01-01,2022,1,Job Training,Economic Empowerment,Completed,Northeast,NY,227,260,87.31,14412.88,13437.17,975.71,93.23,59.19,160.5,18,1.414,5.0,78.14
1349,2025-04-01,2025,4,Housing Support,Basic Needs,Active,West,AZ,392,474,82.7,23364.0,18035.1,5328.9,77.19,46.01,150.5,18,2.605,4.24,64.02
1274,2025-02-01,2025,2,Community Outreach,Community,Paused,Midwest,MI,271,233,116.31,12903.62,8667.12,4236.5,67.17,31.98,355.0,24,0.763,4.0,67.87
78,2022-03-01,2022,3,Food Assistance,Basic Needs,Active,Midwest,IL,533,598,89.13,28265.84,22680.18,5585.66,80.24,42.55,384.4,36,1.387,5.0,88.76
85,2022-03-01,2022,3,Food Assistance,Basic Needs,Active,South,FL,431,362,119.06,26010.13,18264.79,7745.34,70.22,42.38,360.9,26,1.194,4.91,88.17
1010,2024-06-01,2024,6,Job Training,Economic Empowerment,Paused,South,GA,188,139,135.25,12989.16,10331.62,2657.54,79.54,54.96,185.1,15,1.016,4.57,82.67
83,2022-03-01,2022,3,Youth Development,Education,Paused,South,GA,325,351,92.59,17864.68,13676.55,4188.13,76.56,42.08,187.1,23,1.737,4.53,77.65
458,2023-02-01,2023,2,Housing Support,Basic Needs,Active,West,CA,180,193,93.26,15863.14,15883.01,-19.87,100.13,88.24,107.5,14,1.674,4.52,70.5
1091,2024-09-01,2024,9,Food Assistance,Basic Needs,Paused,Northeast,MA,441,481,91.68,24843.09,20173.06,4670.03,81.2,45.74,299.5,35,1.472,5.0,85.25
677,2023-08-01,2023,8,Education Support,Education,Active,West,WA,397,385,103.12,19665.37,14309.36,5356.01,72.76,36.04,315.6,27,1.258,4.2,85.16
1583,2025-11-01,2025,11,Education Support,Education,Active,Midwest,OH,581,651,89.25,30286.73,25490.51,4796.22,84.16,43.87,411.9,44,1.411,4.44,77.34
1173,2024-11-01,2024,11,Community Outreach,Community,Active,Northeast,PA,133,132,100.76,7478.06,5950.4,1527.66,79.57,44.74,75.1,11,1.771,3.81,61.96
437,2023-01-01,2023,1,Housing Support,Basic Needs,Active,Northeast,NY,156,156,100.0,12761.25,9681.38,3079.87,75.87,62.06,122.4,15,1.275,4.58,83.48
771,2023-11-01,2023,11,Youth Development,Education,Active,West,CA,343,296,115.88,17050.31,10686.25,6364.06,62.67,31.16,318.8,40,1.076,5.0,80.77
870,2024-02-01,2024,2,Youth Development,Education,Active,Northeast,NY,252,227,111.01,15034.92,9089.69,5945.23,60.46,36.07,294.3,21,0.856,5.0,82.78
645,2023-07-01,2023,7,Housing Support,Basic Needs,Active,South,TX,214,197,108.63,15142.72,11794.87,3347.85,77.89,55.12,302.3,18,0.708,4.27,58.96
863,2024-02-01,2024,2,Healthcare Access,Health,Paused,West,CA,285,297,95.96,19747.0,12490.96,7256.04,63.25,43.83,279.5,29,1.02,4.64,71.27
994,2024-06-01,2024,6,Job Training,Economic Empowerment,Active,West,CA,223,272,81.99,15698.78,13509.7,2189.08,86.06,60.58,219.0,23,1.018,3.77,79.82
1058,2024-08-01,2024,8,Education Support,Education,Active,Northeast,PA,462,425,108.71,25909.19,24327.49,1581.7,93.9,52.66,126.9,31,3.641,4.73,71.16
1303,2025-03-01,2025,3,Community Outreach,Community,Active,West,CA,289,341,84.75,18105.19,14139.06,3966.13,78.09,48.92,314.8,30,0.918,4.39,69.89
1222,2024-12-01,2024,12,Community Outreach,Community,Active,West,WA,173,80,216.25,14113.87,11409.35,2704.52,80.84,65.95,80.7,9,2.144,4.24,82.7
405,2022-12-01,2022,12,Youth Development,Education,Active,Northeast,PA,293,251,116.73,13077.39,10448.16,2629.23,79.89,35.66,197.2,31,1.486,4.63,89.5
1425,2025-06-01,2025,6,Food Assistance,Basic Needs,Active,Northeast,MA,423,391,108.18,34201.89,24313.94,9887.95,71.09,57.48,269.7,36,1.568,4.47,76.32
1069,2024-08-01,2024,8,Job Training,Economic Empowerment,Active,Northeast,MA,266,283,93.99,13496.29,12118.1,1378.19,89.79,45.56,174.4,20,1.525,3.81,66.06
1302,2025-03-01,2025,3,Food Assistance,Basic Needs,Completed,Midwest,OH,736,773,95.21,41518.89,33123.39,8395.5,79.78,45.0,368.1,45,1.999,4.49,76.44
105,2022-04-01,2022,4,Community Outreach,Community,Paused,Northeast,MA,136,142,95.77,9614.21,7724.26,1889.95,80.34,56.8,112.1,16,1.213,4.82,68.29
610,2023-06-01,2023,6,Job Training,Economic Empowerment,Completed,West,AZ,174,167,104.19,10559.57,7165.22,3394.35,67.86,41.18,105.8,10,1.645,4.1,79.74
1008,2024-06-01,2024,6,Food Assistance,Basic Needs,Completed,Midwest,MI,496,534,92.88,29647.93,20185.71,9462.22,68.08,40.7,414.8,42,1.196,3.82,85.97
1006,2024-06-01,2024,6,Healthcare Access,Health,Paused,West,CA,328,273,120.15,20119.53,17596.4,2523.13,87.46,53.65,390.1,34,0.841,4.17,69.35
689,2023-09-01,2023,9,Education Support,Education,Paused,West,AZ,360,321,112.15,18368.9,9677.16,8691.74,52.68,26.88,256.1,28,1.406,4.44,85.83
1074,2024-08-01,2024,8,Youth Development,Education,Active,Northeast,NY,318,423,75.18,16342.97,9247.78,7095.19,56.59,29.08,197.5,22,1.61,5.0,68.91
827,2024-01-01,2024,1,Food Assistance,Basic Needs,Active,Midwest,IL,468,539,86.83,26344.58,23084.45,3260.13,87.63,49.33,404.8,27,1.156,4.84,77.99
1250,2025-01-01,2025,1,Housing Support,Basic Needs,Active,South,TX,244,300,81.33,19672.01,17903.7,1768.31,91.01,73.38,77.4,10,3.152,4.58,73.16
1068,2024-08-01,2024,8,Community Outreach,Community,Active,West,CA,239,263,90.87,12758.28,10775.81,1982.47,84.46,45.09,109.7,18,2.179,4.07,69.93
63,2022-02-01,2022,2,Job Training,Economic Empowerment,Active,Northeast,MA,174,160,108.75,11134.99,7145.54,3989.45,64.17,41.07,256.9,18,0.677,3.78,76.5
282,2022-09-01,2022,9,Healthcare Access,Health,Active,Northeast,PA,290,299,96.99,15648.52,14570.58,1077.94,93.11,50.24,142.0,15,2.042,3.89,77.91
853,2024-02-01,2024,2,Healthcare Access,Health,Completed,South,TX,201,211,95.26,14665.32,10641.73,4023.59,72.56,52.94,352.1,25,0.571,4.06,79.46
779,2023-11-01,2023,11,Healthcare Access,Health,Active,West,AZ,323,270,119.63,20199.12,16550.9,3648.22,81.94,51.24,253.5,32,1.274,4.58,72.09
1108,2024-09-01,2024,9,Community Outreach,Community,Active,Northeast,MA,185,150,123.33,11697.06,7000.83,4696.23,59.85,37.84,167.3,17,1.106,4.19,56.74
239,2022-08-01,2022,8,Education Support,Education,Paused,Northeast,PA,347,283,122.61,18542.14,12373.6,6168.54,66.73,35.66,197.1,20,1.761,5.0,97.85
224,2022-07-01,2022,7,Healthcare Access,Health,Active,South,TX,239,240,99.58,17353.75,12230.65,5123.1,70.48,51.17,282.7,22,0.845,3.61,75.92
146,2022-05-01,2022,5,Youth Development,Education,Active,Midwest,OH,217,183,118.58,9357.32,5759.06,3598.26,61.55,26.54,358.8,23,0.605,5.0,86.51
1536,2025-10-01,2025,10,Community Outreach,Community,Active,West,AZ,246,283,86.93,16760.41,14362.35,2398.06,85.69,58.38,220.3,20,1.117,4.49,58.66
374,2022-11-01,2022,11,Community Outreach,Community,Completed,Midwest,MI,99,102,97.06,7203.75,5686.19,1517.56,78.93,57.44,93.2,6,1.062,5.0,74.82
1343,2025-04-01,2025,4,Healthcare Access,Health,Completed,South,GA,452,447,101.12,30837.55,19566.76,11270.79,63.45,43.29,463.4,47,0.975,4.44,71.86
119,2022-04-01,2022,4,Community Outreach,Community,Active,Midwest,IL,212,174,121.84,15636.06,11114.26,4521.8,71.08,52.43,171.8,17,1.234,4.27,72.82
1231,2025-01-01,2025,1,Community Outreach,Community,Paused,South,GA,203,196,103.57,11260.01,7373.78,3886.23,65.49,36.32,133.6,15,1.519,4.5,72.01
1227,2025-01-01,2025,1,Housing Support,Basic Needs,Active,Northeast,NY,162,156,103.85,11021.05,7822.79,3198.26,70.98,48.29,184.5,15,0.878,4.29,69.64
251,2022-08-01,2022,8,Community Outreach,Community,Active,West,CA,132,123,107.32,8665.82,6492.46,2173.36,74.92,49.19,60.2,6,2.193,4.38,63.46
1586,2025-11-01,2025,11,Education Support,Education,Active,Northeast,NY,480,554,86.64,26485.64,16481.41,10004.23,62.23,34.34,417.5,31,1.15,3.41,78.88
1320,2025-03-01,2025,3,Community Outreach,Community,Completed,South,TX,145,174,83.33,11290.12,7096.32,4193.8,62.85,48.94,114.9,13,1.262,4.33,80.91
1095,2024-09-01,2024,9,Education Support,Education,Active,West,CA,408,388,105.15,24019.0,21783.44,2235.56,90.69,53.39,216.6,30,1.884,4.59,91.69
10,2022-01-01,2022,1,Education Support,Education,Active,Midwest,IL,456,300,152.0,21594.84,18618.86,2975.98,86.22,40.83,341.3,39,1.336,4.56,64.1
450,2023-02-01,2023,2,Job Training,Economic Empowerment,Active,West,WA,275,341,80.65,20917.78,18713.97,2203.81,89.46,68.05,204.3,17,1.346,4.44,70.18
1600,2025-12-01,2025,12,Youth Development,Education,Active,South,GA,457,651,70.2,26172.18,20478.37,5693.81,78.24,44.81,229.6,29,1.99,3.53,94.86
1041,2024-07-01,2024,7,Healthcare Access,Health,Paused,Northeast,NY,177,234,75.64,12658.56,11951.49,707.07,94.41,67.52,204.9,15,0.864,4.38,73.05
709,2023-09-01,2023,9,Community Outreach,Community,Paused,South,GA,123,142,86.62,9576.18,8155.64,1420.54,85.17,66.31,77.0,6,1.597,5.0,70.37
256,2022-08-01,2022,8,Housing Support,Basic Needs,Active,Midwest,MI,155,151,102.65,10788.91,8579.72,2209.19,79.52,55.35,123.0,10,1.26,4.35,67.93
883,2024-02-01,2024,2,Food Assistance,Basic Needs,Completed,West,AZ,522,701,74.47,30217.76,25645.68,4572.08,84.87,49.13,659.6,60,0.791,4.17,78.94
390,2022-12-01,2022,12,Community Outreach,Community,Paused,West,CA,136,151,90.07,10215.13,8224.68,1990.45,80.51,60.48,83.7,11,1.625,4.85,83.24
1290,2025-02-01,2025,2,Food Assistance,Basic Needs,Paused,South,TX,580,552,105.07,30489.94,26573.21,3916.73,87.15,45.82,335.7,63,1.728,5.0,94.48
1312,2025-03-01,2025,3,Housing Support,Basic Needs,Active,Midwest,MI,208,187,111.23,15146.77,11943.19,3203.58,78.85,57.42,101.3,13,2.053,4.03,65.92
558,2023-05-01,2023,5,Housing Support,Basic Needs,Paused,South,FL,154,126,122.22,12120.43,10256.37,1864.06,84.62,66.6,240.1,17,0.641,4.73,77.3
909,2024-03-01,2024,3,Job Training,Economic Empowerment,Paused,Northeast,MA,231,273,84.62,15651.78,12331.16,3320.62,78.78,53.38,148.3,20,1.558,3.64,73.89
925,2024-04-01,2024,4,Community Outreach,Community,Active,South,GA,155,164,94.51,10408.47,6207.85,4200.62,59.64,40.05,167.6,17,0.925,4.55,80.92
1459,2025-07-01,2025,7,Housing Support,Basic Needs,Active,South,GA,223,262,85.11,16193.33,11758.42,4434.91,72.61,52.73,95.2,18,2.342,3.63,68.06
1520,2025-09-01,2025,9,Food Assistance,Basic Needs,Active,South,GA,511,590,86.61,34086.89,23349.0,10737.89,68.5,45.69,495.9,44,1.03,4.2,79.36
461,2023-02-01,2023,2,Community Outreach,Community,Active,Northeast,PA,150,162,92.59,10120.06,9137.62,982.44,90.29,60.92,103.2,14,1.453,5.0,72.12
724,2023-10-01,2023,10,Youth Development,Education,Completed,Northeast,PA,304,314,96.82,15583.6,15181.93,401.67,97.42,49.94,136.3,14,2.23,3.82,61.95
1048,2024-07-01,2024,7,Youth Development,Education,Completed,Midwest,MI,218,255,85.49,13467.77,10815.57,2652.2,80.31,49.61,195.1,19,1.117,4.59,91.94
145,2022-05-01,2022,5,Community Outreach,Community,Active,West,AZ,131,170,77.06,10035.75,8841.31,1194.44,88.1,67.49,136.2,9,0.962,4.82,67.4
959,2024-05-01,2024,5,Youth Development,Education,Paused,Northeast,NY,450,403,111.66,22903.93,16756.47,6147.46,73.16,37.24,347.7,37,1.294,4.89,65.88
502,2023-03-01,2023,3,Food Assistance,Basic Needs,Completed,West,AZ,509,536,94.96,27306.41,17460.91,9845.5,63.94,34.3,319.9,32,1.591,4.46,73.37
923,2024-04-01,2024,4,Housing Support,Basic Needs,Paused,Midwest,MI,299,340,87.94,18438.16,15113.84,3324.32,81.97,50.55,325.1,31,0.92,4.21,61.63
1197,2024-12-01,2024,12,Housing Support,Basic Needs,Active,Northeast,NY,313,311,100.64,21738.32,15736.17,6002.15,72.39,50.28,60.6,23,5.165,4.53,61.24
